289	12576
290	11792
291	12214
292	11764
293	11871
294	11745
295	12777
296	12738
297	12018
298	12463
299	11918
300	11674
301	12077
302	12319
303	12525
304	12192
305	11178
306	11375
307	12312
308	12214
309	11985
310	12528
311	12115
312	11731
313	11200
314	11548
315	12192
316	12358
317	12603
318	12077
319	11797
320	11193
321	12111
322	12011
323	12210
324	12392
325	12134
326	11339
327	11261
328	12850
329	12572
330	12996
331	12545
332	13347
333	10369
334	10808
335	11812
336	11226
337	11509
338	11113
339	11744
340	10792
341	11370
342	11650
343	11444
344	11874
345	12257
346	12080
347	11123
348	11666
349	11121
350	11995
351	11887
352	11830
353	11795
354	11204
355	10989
356	11695
357	11983
358	11987
359	11940
360	11897
361	11143
362	11196
363	11629
364	11844
365	12066
366	12042
367	11334
368	10552
369	10779
370	12581
371	12796
372	11145
373	11038
374	12184
375	10124
376	11102
377	11637
378	12589
379	12069
380	11500
381	11683
382	11280
383	11200
384	11757
385	11895
386	12017
387	11722
388	11630
389	11036
390	11535
391	11720
392	11789
393	12101
394	12050
395	11640
396	11022
397	11381
398	11705
399	11261
400	11934
401	11082
402	10723
403	11542
404	10855
405	24436
406	15497
407	15214
408	15340
409	15063
410	15215
411	15224
412	15400
413	14943
414	15201
415	16508
416	16479
417	16488
418	16492
419	24507
420	12215
421	11927
422	12496
423	11092
424	11567
425	12507
426	11282
427	11804
428	11733
429	10377
430	11213
431	12182
432	11708
433	11255
434	11640
435	10514
436	10031
437	11775
438	11170
439	11892
440	11731
441	12045
442	11331
443	10577
444	12000
445	11839
446	11965
447	11759
448	11808
449	10878
450	11411
451	11334
452	12180
453	11829
454	11799
455	11897
456	12093
457	11934
458	11997
459	11996
460	12312
461	11368
462	11575
463	10603
464	10707
465	12218
466	11568
467	11908
468	11822
469	11169
470	11323
471	11558
472	11787
473	11472
474	11694
475	11399
476	11559
477	11409
478	11122
479	11897
480	12333
481	11894
482	11413
483	11962
484	10945
485	11349
486	10977
487	11731
488	12098
489	11416
490	11624
491	10714
492	11158
493	11728
494	11712
495	11592
496	12855
497	12134
498	11889
499	11688
500	11774
501	11659
502	12177
503	12273
504	10647
505	11470
506	11843
507	11849
508	12222
509	12276
510	10869
511	10540
512	11681
513	12131
514	11792
515	12381
516	12653
517	11124
518	10744
519	11546
520	11706
521	11484
522	11784
523	11531
524	11290
525	11643
526	12043
527	12755
528	11787
529	11492
530	12105
531	11459
532	10470
533	13783
534	13559
535	12105
536	11961
537	12180
538	10953
539	10838
540	11780
541	11764
542	12138
543	11379
544	10703
545	10762
546	11874
547	12252
548	15226
549	15402
550	11398
551	10774
552	11409
553	10860
554	11815
555	12105
556	11649
557	10866
558	10144
559	10194
560	12162
561	11944
562	11988
563	11524
564	11200
565	10571
566	11574
567	11380
568	11722
569	12859
570	13037
571	11616
572	10742
573	10325
574	12092
575	12940
576	11375
577	10865
578	10307
579	10414
580	11256
581	11852
582	11764
583	12172
584	10974
585	10883
586	10866
587	11772
588	11602
589	21624
590	21584
591	11603
592	10992
593	11734
594	11479
595	11608
596	11344
597	11154
598	10267
599	10523
600	11944
601	11949
602	10894
603	12175
604	11371
605	10859
606	11589
607	12072
608	11621
609	12245
610	11733
611	10631
612	11615
613	13520
614	12237
615	11928
616	11568
617	10256
618	10893
619	12574
620	12052
621	21633
622	21646
623	10879
624	11255
625	11696
626	12250
627	11916
628	12332
629	12325
630	11483
631	10945
632	10871
633	11884
634	12442
635	12246
636	12054
637	11358
638	27388
639	27383
640	22306
641	22402
642	11829
643	11208
644	11836
645	10849
646	10782
647	10818
648	11986
649	11370
650	11581
651	11490
652	11274
653	10843
654	11976
655	12124
656	12473
657	12870
658	12325
659	9866
660	11200
661	12937
662	12569
663	12461
664	11985
665	11844
666	10101
667	10756
668	11953
669	12047
670	11544
671	12085
672	11986
673	9270
674	10319
675	11421
676	12224
677	12110
678	12128
679	11130
680	9588
681	9825
682	12749
683	13536
684	11750
685	10655
686	11993
687	14155
688	12213
689	11746
690	14391
691	14536
692	12993
693	22585
694	14456
695	22849
696	25326
697	25298
698	11487
699	10619
700	11318
701	12782
702	13752
703	11028
704	15353
705	9759
706	10619
707	28644
708	17934
709	14771
710	14853
711	13915
712	17666
713	14852
714	14630
715	14565
716	14266
717	14480
718	14444
719	14503
720	14687
721	13765
722	13716
723	14579
724	13587
725	14030
726	13626
727	14770
728	14185
729	13884
730	14552
731	21518
732	24014
